576357	1470580
576357	1774550
576357	131665
576357	2105537
576357	2105504
576357	713240
2271181	1774976
2271181	1774425
2271181	1222740
2271181	690000
2271181	1774427
2271181	2417022
2271181	1774505
2271181	1760374
2271181	131665
2271181	1760385
373216	1760385
373216	1458847
373216	1760350
373216	1774509
373216	2105504
373216	1349806
373216	837776
373216	1774789
373216	1235762
1306708	444058
1306708	2417022
1306708	1760374
1306708	428085
1306708	753501
1306708	1249277
1306708	1775089
1306708	1760385
1306708	1760410
1306708	682877
220768	1760374
220768	2417022
220768	1760385
220768	724526
220768	1774868
220768	2105468
220768	1902321
220768	1774684
220768	2105537
220768	647225
1806862	1760374
1806862	632290
1806862	172508
1806862	1774963
1806862	1774594
1806862	1928655
1577814	218438
1577814	1774594
1577814	1774789
1211379	286102
1211379	1415599
1211379	1774412
1211379	1606515
1211379	712068
1211379	1774816
1211379	2308915
1211379	1775053
1211379	1774705
1211379	563514
1121863	2417022
1121863	1760374
1121863	1606596
1121863	1208274
1121863	2105603
1121863	1606574
859313	1774972
859313	1760374
859313	1760654
859313	647356
859313	1760385
859313	1837210
859313	1774532
859313	1760350
859313	1774797
859313	2417022
1535830	2105484
1535830	1775013
1535830	2185145
1535830	131665
1535830	1775025
1535830	100137
1535830	1774972
1535830	789890
1535830	1760371
1535830	1774505
929778	444058
929778	1760384
929778	1024055
929778	2407209
929778	2229516
929778	723114
929778	1774976
929778	1774959
929778	626416
929778	693635
215309	2105571
215309	725641
215309	1774976
215309	1774449
215309	725377
215309	131665
215309	1928675
215309	1606687
215309	1774972
215309	1775025
2065200	1851792
2065200	1606596
2065200	2105527
2065200	2228153
2065200	1775085
2065200	1775018
2065200	1774923
2065200	324861
2065200	1003218
1458031	1760374
1458031	647356
1458031	2105537
1458031	1774718
1458031	1774509
1458031	172508
452898	724644
452898	1774532
452898	1784713
452898	1774706
452898	218438
452898	2105504
452898	1774753
452898	1489419
1680886	1870054
1680886	1760385
1680886	1774723
1680886	1095970
1680886	561053
1680886	1774969
1680886	1774684
1680886	655717
1680886	441554
1680886	1774550
1871987	1932882
1871987	655717
1871987	1775076
1871987	1760320
1871987	1774707
183898	1415599
183898	1775025
183898	1606607
183898	1774502
183898	1672667
183898	1458847
183898	1606515
183898	1774816
183898	731434
183898	1606590
2043764	428085
2043764	131665
2043764	1760374
2043764	1775042
2043764	1774925
2043764	2105603
2043764	2105537
2043764	1774796
2043764	2105504
2043764	1760405
253080	131665
253080	1870054
253080	1760410
253080	1774722
253080	1760385
253080	1774503
253080	1774532
253080	1774458
253080	1760374
253080	1774862
1820734	1760374
1820734	731434
1820734	1774532
1820734	1774999
1820734	1774925
1820734	1902321
1820734	665932
1820734	1072776
968036	1760323
968036	724706
968036	1760362
968036	1774798
968036	1458847
968036	693635
968036	2105458
968036	1760385
968036	1672667
968036	627961
1690614	1932882
1690614	1561596
1690614	665932
1690614	1774684
1690614	2105620
1690614	655550
1690614	2105598
1690614	1760388
1690614	1349990
1690614	1586439
1588868	1760374
1588868	1128964
1588868	1774722
1588868	1774532
1588868	1774457
1588868	1774797
1588868	655717
1588868	1774849
1588868	2105489
1588868	562882
1093890	1870054
1093890	428085
1093890	1774502
1093890	1774532
1093890	1606515
1093890	1095970
1093890	1774797
1093890	1108697
1093890	2105489
1093890	592273
1697490	1458847
1697490	2105484
1697490	927900
1697490	1606595
1697490	1760410
1697490	1774976
1697490	930749
1697490	131499
1697490	594200
1697490	1791518
967750	1760374
967750	2010338
967750	2105550
967750	1774408
967750	586592
967750	655717
967750	2420902
967750	1410462
967750	1774550
967750	1774718
1005445	1386531
1005445	1606574
2263827	1851792
2263827	2417022
2263827	2012081
2263827	2228153
2263827	461710
2263827	655717
2263827	713260
2263827	1774789
951430	2417022
951430	1760374
951430	760486
951430	1760654
951430	1774797
951430	1774862
951430	461710
951430	1246957
951430	655717
951430	1775024
1482207	753464
1482207	431499
1482207	1774925
1482207	1774924
1482207	1774520
1482207	1775011
1482207	1774509
1482207	562882
1482207	859175
1482207	1760381
1375996	1606575
1375996	2105501
1375996	1760323
1375996	1760385
1375996	1775025
1375996	1774532
1375996	1760362
1375996	1774705
1375996	1774603
1375996	1760374
2306271	505639
2306271	1908887
2306271	2381467
2306271	1142387
2306271	1774976
2306271	725377
2306271	1928675
2306271	1774449
2306271	897045
2306271	1794635
